Date,Channel,Campaign,Spend,Impressions,Clicks,Leads,MQLs,SQLs,Customers,Revenue
2024-04-01,Meta Ads,Advantage+ Shopping,12502.0,36804,948,82,46,21,4,12346.0
2024-04-01,Meta Ads,Prospecting - Lookalike 1%,15778.0,43390,1269,80,43,19,3,12082.0
2024-04-01,Meta Ads,Retargeting - Cart Abandoners,11735.0,63774,1063,58,35,16,2,10193.0
2024-04-01,Meta Ads,Video Views - Brand Awareness,10145.0,20043,580,35,16,8,1,4151.0
2024-04-01,YouTube,Bumper Ads - Retargeting,8221.0,122779,1523,54,21,8,1,3611.0
2024-04-01,YouTube,Discovery Ads - Product Demo,9840.0,148175,1257,40,18,8,1,5237.0
2024-04-01,YouTube,In-Stream - Brand Awareness,11785.0,241382,2016,42,16,6,1,4073.0
2024-04-08,Affiliate,Cashback Partners,6294.0,39842,866,69,31,14,3,11545.0
2024-04-08,Affiliate,Content & Review Partners,8183.0,48545,1049,92,55,25,5,20561.0
2024-04-08,Affiliate,Coupon & Deals Partners,8796.0,26551,982,73,36,18,3,14855.0
2024-04-08,Email,Abandoned Cart Series,2931.0,24249,869,197,138,83,25,78112.0
2024-04-08,Email,Post-Purchase Upsell,2015.0,13086,459,108,71,40,11,42997.0
2024-04-08,Email,Weekly Newsletter,2500.0,19794,559,93,64,39,11,38097.0
2024-04-08,Email,Win-Back Campaign,1908.0,12525,503,114,72,40,11,41813.0
2024-04-08,Google Ads,Performance Max - New Customers,20483.0,24998,909,99,59,27,6,32659.0
2024-04-08,Google Ads,Search - Brand,14614.0,12584,579,64,44,21,5,26444.0
2024-04-08,Google Ads,Search - Non-Brand,22876.0,36834,1277,123,73,38,8,46369.0
2024-04-08,Google Ads,Shopping - Bestsellers,9774.0,8969,388,44,28,16,3,18397.0
2024-04-08,LinkedIn Ads,InMail - Account Based Marketing,9594.0,13459,92,6,4,2,1,19821.0
2024-04-08,LinkedIn Ads,Lead Gen Forms - Enterprise,13133.0,17458,96,4,3,2,0,0.0
2024-04-08,LinkedIn Ads,Sponsored Content - Decision Makers,14743.0,12422,107,6,4,2,0,0.0
2024-04-08,Meta Ads,Advantage+ Shopping,16271.0,44319,922,61,30,14,2,8906.0
2024-04-08,Meta Ads,Prospecting - Lookalike 1%,18046.0,70953,1490,82,39,17,3,13652.0
2024-04-08,Meta Ads,Retargeting - Cart Abandoners,14135.0,44317,1109,92,53,26,4,16499.0
2024-04-08,Meta Ads,Video Views - Brand Awareness,10349.0,33060,926,59,35,15,2,8361.0
2024-04-08,YouTube,Bumper Ads - Retargeting,7431.0,49340,745,28,10,3,0,0.0
2024-04-08,YouTube,Discovery Ads - Product Demo,11004.0,168810,1429,55,23,9,1,5088.0
2024-04-08,YouTube,In-Stream - Brand Awareness,11737.0,281002,2263,63,31,13,2,9135.0
2024-04-15,Affiliate,Cashback Partners,6958.0,58862,1545,132,66,33,7,33199.0
2024-04-15,Affiliate,Content & Review Partners,7352.0,47565,1198,111,61,30,7,25433.0
2024-04-15,Affiliate,Coupon & Deals Partners,9529.0,34805,1301,112,66,36,7,32714.0
2024-04-15,Email,Abandoned Cart Series,2747.0,18296,706,164,114,67,20,72056.0
2024-04-15,Email,Post-Purchase Upsell,1995.0,21835,572,110,74,49,15,64603.0
2024-04-15,Email,Weekly Newsletter,2488.0,17709,707,166,108,63,18,63500.0
2024-04-15,Email,Win-Back Campaign,1723.0,10365,317,61,38,22,7,28886.0
2024-04-15,Google Ads,Performance Max - New Customers,17648.0,22266,861,79,47,27,5,31099.0
2024-04-15,Google Ads,Search - Brand,14248.0,13967,548,58,38,22,5,27540.0
2024-04-15,Google Ads,Search - Non-Brand,21836.0,19803,758,90,56,26,5,31262.0
2024-04-15,Google Ads,Shopping - Bestsellers,10723.0,13925,488,53,30,15,4,26360.0
2024-04-15,LinkedIn Ads,InMail - Account Based Marketing,10226.0,7781,67,3,2,1,0,0.0
2024-04-15,LinkedIn Ads,Lead Gen Forms - Enterprise,15494.0,15288,117,7,5,3,1,15489.0
2024-04-15,LinkedIn Ads,Sponsored Content - Decision Makers,16842.0,17927,153,11,7,5,1,16970.0
2024-04-15,Meta Ads,Advantage+ Shopping,14933.0,46186,838,45,26,12,2,10220.0
2024-04-15,Meta Ads,Prospecting - Lookalike 1%,15837.0,38091,875,64,34,14,2,7160.0
2024-04-15,Meta Ads,Retargeting - Cart Abandoners,13348.0,38356,862,46,21,9,1,4338.0
2024-04-15,Meta Ads,Video Views - Brand Awareness,11514.0,44465,713,53,31,17,2,7742.0
2024-04-15,YouTube,Bumper Ads - Retargeting,8280.0,67608,891,27,10,4,0,0.0
2024-04-15,YouTube,Discovery Ads - Product Demo,10840.0,195766,2064,70,28,9,1,3690.0
2024-04-15,YouTube,In-Stream - Brand Awareness,13051.0,204401,2013,66,25,10,1,4280.0
2024-04-22,Affiliate,Cashback Partners,5766.0,31248,658,61,29,12,3,10508.0
2024-04-22,Affiliate,Content & Review Partners,6477.0,41168,947,71,37,20,4,15606.0
2024-04-22,Affiliate,Coupon & Deals Partners,8651.0,70398,2030,133,66,35,8,37865.0
2024-04-22,Email,Abandoned Cart Series,2941.0,19878,559,94,67,43,14,48590.0
2024-04-22,Email,Post-Purchase Upsell,2091.0,14072,629,135,97,64,19,83781.0
2024-04-22,Email,Weekly Newsletter,2775.0,15803,631,149,99,64,18,73921.0
2024-04-22,Email,Win-Back Campaign,2072.0,15744,455,73,52,30,10,38356.0
2024-04-22,Google Ads,Performance Max - New Customers,20271.0,27076,910,105,64,34,6,28788.0
2024-04-22,Google Ads,Search - Brand,14369.0,11541,532,53,35,16,3,16666.0
2024-04-22,Google Ads,Search - Non-Brand,20756.0,22835,1113,139,88,51,13,61250.0
2024-04-22,Google Ads,Shopping - Bestsellers,11266.0,18387,674,65,41,22,5,22925.0
2024-04-22,LinkedIn Ads,InMail - Account Based Marketing,8946.0,15627,89,6,5,3,1,20743.0
2024-04-22,LinkedIn Ads,Lead Gen Forms - Enterprise,13037.0,10625,93,5,4,2,1,22187.0
2024-04-22,LinkedIn Ads,Sponsored Content - Decision Makers,14194.0,15502,126,9,6,4,1,15210.0
2024-04-22,Meta Ads,Advantage+ Shopping,13671.0,39596,981,52,27,13,2,7637.0
2024-04-22,Meta Ads,Prospecting - Lookalike 1%,14611.0,47946,916,58,27,13,2,7901.0
2024-04-22,Meta Ads,Retargeting - Cart Abandoners,11730.0,36842,633,45,22,9,1,3121.0
2024-04-22,Meta Ads,Video Views - Brand Awareness,8633.0,35029,771,69,41,23,3,9532.0
2024-04-22,YouTube,Bumper Ads - Retargeting,6289.0,57619,660,16,8,3,0,0.0
2024-04-22,YouTube,Discovery Ads - Product Demo,9100.0,122494,1418,52,25,8,1,3975.0
2024-04-22,YouTube,In-Stream - Brand Awareness,10861.0,136842,2171,51,25,8,1,4813.0
2024-04-29,Affiliate,Cashback Partners,6470.0,49785,1358,117,57,29,5,19068.0
2024-04-29,Affiliate,Content & Review Partners,8351.0,60169,1288,126,63,25,5,21828.0
2024-04-29,Affiliate,Coupon & Deals Partners,9274.0,41956,1308,124,71,36,6,22498.0
2024-04-29,Email,Abandoned Cart Series,2347.0,20702,521,115,78,49,15,56619.0
2024-04-29,Email,Post-Purchase Upsell,1861.0,14379,389,82,52,32,9,36858.0
2024-04-29,Email,Weekly Newsletter,2796.0,27486,842,182,118,78,26,95133.0
2024-04-29,Email,Win-Back Campaign,1777.0,15952,531,122,76,45,12,43688.0
2024-04-29,Google Ads,Performance Max - New Customers,20520.0,22791,957,102,58,29,7,40515.0
2024-04-29,Google Ads,Search - Brand,15026.0,12749,573,64,43,20,4,22348.0
2024-04-29,Google Ads,Search - Non-Brand,20014.0,16282,678,78,53,28,7,39842.0
2024-04-29,Google Ads,Shopping - Bestsellers,8732.0,11376,408,35,24,12,3,17150.0
2024-04-29,LinkedIn Ads,InMail - Account Based Marketing,8406.0,10286,58,3,2,1,0,0.0
2024-04-29,LinkedIn Ads,Lead Gen Forms - Enterprise,14396.0,14644,107,7,5,3,1,19524.0
2024-04-29,LinkedIn Ads,Sponsored Content - Decision Makers,14513.0,14601,134,7,5,3,1,15792.0
2024-04-29,Meta Ads,Advantage+ Shopping,14179.0,45678,1322,68,37,18,2,7992.0
2024-04-29,Meta Ads,Prospecting - Lookalike 1%,15091.0,100489,1651,112,56,24,4,15143.0
2024-04-29,Meta Ads,Retargeting - Cart Abandoners,13972.0,53067,1225,70,37,16,2,8694.0
2024-04-29,Meta Ads,Video Views - Brand Awareness,8707.0,29306,537,31,15,8,1,5083.0
2024-04-29,YouTube,Bumper Ads - Retargeting,8046.0,68398,765,28,10,4,1,4005.0
2024-04-29,YouTube,Discovery Ads - Product Demo,11653.0,99276,1018,24,11,4,0,0.0
2024-04-29,YouTube,In-Stream - Brand Awareness,12957.0,187471,1520,58,25,11,1,5093.0
2024-05-06,Affiliate,Cashback Partners,5596.0,28323,975,80,39,16,3,11839.0
2024-05-06,Affiliate,Content & Review Partners,7249.0,30084,954,68,32,16,3,13302.0
2024-05-06,Affiliate,Coupon & Deals Partners,7998.0,45267,1528,127,60,29,5,20691.0
2024-05-06,Email,Abandoned Cart Series,2649.0,16495,707,123,91,52,16,55387.0
2024-05-06,Email,Post-Purchase Upsell,1817.0,18557,636,138,89,51,16,55228.0
2024-05-06,Email,Weekly Newsletter,2529.0,14980,472,94,67,39,11,34119.0
2024-05-06,Email,Win-Back Campaign,1669.0,15742,600,103,70,49,14,42734.0
2024-05-06,Google Ads,Performance Max - New Customers,17407.0,10685,552,53,35,20,4,18690.0
2024-05-06,Google Ads,Search - Brand,11654.0,9573,428,53,34,18,4,25549.0
2024-05-06,Google Ads,Search - Non-Brand,19443.0,12993,619,74,42,24,5,28084.0
2024-05-06,Google Ads,Shopping - Bestsellers,7468.0,6284,263,33,20,12,3,18438.0
2024-05-06,LinkedIn Ads,InMail - Account Based Marketing,9635.0,10082,84,5,3,2,1,16321.0
2024-05-06,LinkedIn Ads,Lead Gen Forms - Enterprise,13622.0,14305,97,7,5,3,1,17115.0
2024-05-06,LinkedIn Ads,Sponsored Content - Decision Makers,13002.0,8746,86,5,3,2,0,0.0
2024-05-06,Meta Ads,Advantage+ Shopping,16110.0,61753,1167,70,34,16,3,15267.0
2024-05-06,Meta Ads,Prospecting - Lookalike 1%,16277.0,41272,1179,83,42,21,3,9819.0
2024-05-06,Meta Ads,Retargeting - Cart Abandoners,12209.0,36323,1006,66,38,18,3,9893.0
2024-05-06,Meta Ads,Video Views - Brand Awareness,9780.0,31102,676,56,32,14,3,11608.0
2024-05-06,YouTube,Bumper Ads - Retargeting,6980.0,81759,822,31,12,4,0,0.0
2024-05-06,YouTube,Discovery Ads - Product Demo,8333.0,82957,1470,49,17,7,1,3650.0
2024-05-06,YouTube,In-Stream - Brand Awareness,10204.0,94001,1140,25,12,4,0,0.0
2024-05-13,Affiliate,Cashback Partners,5052.0,33760,802,79,37,18,3,13101.0
2024-05-13,Affiliate,Content & Review Partners,6614.0,40066,1312,83,41,17,3,13105.0
2024-05-13,Affiliate,Coupon & Deals Partners,9936.0,53373,1583,135,70,37,6,29818.0
2024-05-13,Email,Abandoned Cart Series,2412.0,13297,518,109,72,48,13,42037.0
2024-05-13,Email,Post-Purchase Upsell,1889.0,12192,402,69,44,25,6,26758.0
2024-05-13,Email,Weekly Newsletter,2829.0,23785,838,187,131,87,28,106676.0
2024-05-13,Email,Win-Back Campaign,1645.0,13178,504,86,60,38,10,33876.0
2024-05-13,Google Ads,Performance Max - New Customers,17571.0,18418,591,62,41,18,4,25482.0
2024-05-13,Google Ads,Search - Brand,12686.0,8714,440,52,29,15,3,13921.0
2024-05-13,Google Ads,Search - Non-Brand,19569.0,15037,714,85,56,32,6,29496.0
2024-05-13,Google Ads,Shopping - Bestsellers,8887.0,9149,449,44,30,15,3,15820.0
2024-05-13,LinkedIn Ads,InMail - Account Based Marketing,10188.0,15985,102,7,4,3,1,23234.0
2024-05-13,LinkedIn Ads,Lead Gen Forms - Enterprise,12815.0,24943,129,6,5,3,1,18843.0
2024-05-13,LinkedIn Ads,Sponsored Content - Decision Makers,15699.0,15206,143,7,4,3,1,19767.0
2024-05-13,Meta Ads,Advantage+ Shopping,15541.0,60791,1054,72,36,16,3,11044.0
2024-05-13,Meta Ads,Prospecting - Lookalike 1%,17876.0,63978,1115,82,38,20,3,13588.0
2024-05-13,Meta Ads,Retargeting - Cart Abandoners,14126.0,62544,1307,99,51,22,3,11684.0
2024-05-13,Meta Ads,Video Views - Brand Awareness,9738.0,23132,534,40,18,8,1,4683.0
2024-05-13,YouTube,Bumper Ads - Retargeting,7543.0,101886,1270,34,14,5,0,0.0
2024-05-13,YouTube,Discovery Ads - Product Demo,10290.0,144671,1164,46,22,8,1,4453.0
2024-05-13,YouTube,In-Stream - Brand Awareness,12503.0,119321,1893,60,24,7,1,3982.0
2024-05-20,Affiliate,Cashback Partners,5509.0,34928,831,50,28,14,3,11315.0
2024-05-20,Affiliate,Content & Review Partners,8638.0,44558,1088,88,49,22,4,18310.0
2024-05-20,Affiliate,Coupon & Deals Partners,9525.0,43844,1230,106,54,23,4,14611.0
2024-05-20,Email,Abandoned Cart Series,2404.0,11061,496,88,66,39,12,51889.0
2024-05-20,Email,Post-Purchase Upsell,1672.0,11564,319,64,40,28,9,30157.0
2024-05-20,Email,Weekly Newsletter,2157.0,11024,422,80,56,38,10,33656.0
2024-05-20,Email,Win-Back Campaign,1455.0,12752,467,106,65,44,12,43312.0
2024-05-20,Google Ads,Performance Max - New Customers,17676.0,24777,974,85,50,22,5,28980.0
2024-05-20,Google Ads,Search - Brand,14176.0,22140,746,74,48,28,7,35364.0
2024-05-20,Google Ads,Search - Non-Brand,19028.0,24051,1046,131,86,46,10,64137.0
2024-05-20,Google Ads,Shopping - Bestsellers,8512.0,7318,375,43,27,13,3,14752.0
2024-05-20,LinkedIn Ads,InMail - Account Based Marketing,8425.0,10155,54,3,2,1,0,0.0
2024-05-20,LinkedIn Ads,Lead Gen Forms - Enterprise,13090.0,17795,102,5,4,2,1,18563.0
2024-05-20,LinkedIn Ads,Sponsored Content - Decision Makers,12523.0,13786,123,9,7,4,1,20362.0
2024-05-20,Meta Ads,Advantage+ Shopping,15198.0,45378,1244,101,53,27,4,17188.0
2024-05-20,Meta Ads,Prospecting - Lookalike 1%,14992.0,67483,1339,99,54,27,5,18245.0
2024-05-20,Meta Ads,Retargeting - Cart Abandoners,13463.0,47087,922,80,37,19,3,15041.0
2024-05-20,Meta Ads,Video Views - Brand Awareness,10579.0,39033,869,76,44,23,3,15577.0
2024-05-20,YouTube,Bumper Ads - Retargeting,5632.0,33835,473,15,8,3,0,0.0
2024-05-20,YouTube,Discovery Ads - Product Demo,8580.0,99205,903,31,15,5,0,0.0
2024-05-20,YouTube,In-Stream - Brand Awareness,9006.0,83274,1183,28,12,5,0,0.0
2024-05-27,Affiliate,Cashback Partners,5752.0,35202,1313,105,50,22,5,22255.0
2024-05-27,Affiliate,Content & Review Partners,8316.0,46394,1020,74,36,19,3,11868.0
2024-05-27,Affiliate,Coupon & Deals Partners,10655.0,39509,1475,147,84,46,9,38210.0
2024-05-27,Email,Abandoned Cart Series,2075.0,16101,597,97,66,39,12,36509.0
2024-05-27,Email,Post-Purchase Upsell,1836.0,12369,458,82,58,39,12,40850.0
2024-05-27,Email,Weekly Newsletter,2385.0,15521,642,129,86,56,16,51078.0
2024-05-27,Email,Win-Back Campaign,1624.0,19340,611,93,62,41,11,45131.0
2024-05-27,Google Ads,Performance Max - New Customers,20025.0,15476,747,91,60,29,6,27745.0
2024-05-27,Google Ads,Search - Brand,14415.0,12574,589,64,41,21,4,20438.0
2024-05-27,Google Ads,Search - Non-Brand,18062.0,15991,602,65,43,25,5,27239.0
2024-05-27,Google Ads,Shopping - Bestsellers,9279.0,7019,297,30,17,10,2,8981.0
2024-05-27,LinkedIn Ads,InMail - Account Based Marketing,9723.0,9392,75,4,3,2,0,0.0
2024-05-27,LinkedIn Ads,Lead Gen Forms - Enterprise,13732.0,12418,95,5,3,2,0,0.0
2024-05-27,LinkedIn Ads,Sponsored Content - Decision Makers,13208.0,23872,145,10,7,5,1,18194.0
2024-05-27,Meta Ads,Advantage+ Shopping,12079.0,42568,941,57,26,13,2,7829.0
2024-05-27,Meta Ads,Prospecting - Lookalike 1%,14639.0,39343,1061,92,51,25,4,16491.0
2024-05-27,Meta Ads,Retargeting - Cart Abandoners,11684.0,56310,1270,107,60,31,4,16655.0
2024-05-27,Meta Ads,Video Views - Brand Awareness,8219.0,26501,572,39,21,8,1,3156.0
2024-05-27,YouTube,Bumper Ads - Retargeting,6580.0,56574,555,15,7,3,0,0.0
2024-05-27,YouTube,Discovery Ads - Product Demo,9161.0,72007,1095,37,14,4,0,0.0
2024-05-27,YouTube,In-Stream - Brand Awareness,10259.0,118108,1381,31,13,5,0,0.0
2024-06-03,Affiliate,Cashback Partners,5334.0,25081,930,62,36,16,2,7121.0
2024-06-03,Affiliate,Content & Review Partners,8071.0,28569,952,86,44,21,3,13179.0
2024-06-03,Affiliate,Coupon & Deals Partners,8876.0,30785,1044,93,48,26,5,20677.0
2024-06-03,Email,Abandoned Cart Series,2508.0,12426,473,75,47,30,8,35140.0
2024-06-03,Email,Post-Purchase Upsell,1849.0,8231,345,61,41,24,7,21683.0
2024-06-03,Email,Weekly Newsletter,2382.0,23852,598,100,70,47,12,46054.0
2024-06-03,Email,Win-Back Campaign,1910.0,11575,357,77,54,30,8,26481.0
2024-06-03,Google Ads,Performance Max - New Customers,15606.0,15476,647,64,39,22,5,24864.0
2024-06-03,Google Ads,Search - Brand,11645.0,11819,500,49,27,13,3,13599.0
2024-06-03,Google Ads,Search - Non-Brand,20429.0,27807,1058,107,65,29,6,37788.0
2024-06-03,Google Ads,Shopping - Bestsellers,8487.0,10263,427,48,28,14,3,13521.0
2024-06-03,LinkedIn Ads,InMail - Account Based Marketing,9752.0,12275,70,3,2,1,0,0.0
2024-06-03,LinkedIn Ads,Lead Gen Forms - Enterprise,13173.0,15589,92,7,4,3,1,23325.0
2024-06-03,LinkedIn Ads,Sponsored Content - Decision Makers,16281.0,16607,156,9,6,3,1,17828.0
2024-06-03,Meta Ads,Advantage+ Shopping,14523.0,32250,961,73,43,22,3,13616.0
2024-06-03,Meta Ads,Prospecting - Lookalike 1%,14277.0,52218,1003,85,43,21,3,9128.0
2024-06-03,Meta Ads,Retargeting - Cart Abandoners,12002.0,38163,836,74,41,23,3,14208.0
2024-06-03,Meta Ads,Video Views - Brand Awareness,9179.0,18620,505,27,13,5,1,3178.0
2024-06-03,YouTube,Bumper Ads - Retargeting,7882.0,85859,782,31,15,7,1,4546.0
2024-06-03,YouTube,Discovery Ads - Product Demo,11647.0,192771,1791,69,26,11,1,4654.0
2024-06-03,YouTube,In-Stream - Brand Awareness,10761.0,71545,1139,29,13,4,0,0.0
2024-06-10,Affiliate,Cashback Partners,5690.0,42624,1044,103,49,20,4,15836.0
2024-06-10,Affiliate,Content & Review Partners,6747.0,27646,899,85,48,23,4,14035.0
2024-06-10,Affiliate,Coupon & Deals Partners,9133.0,50892,1630,129,60,27,4,14377.0
2024-06-10,Email,Abandoned Cart Series,2164.0,23949,729,118,87,52,15,67422.0
2024-06-10,Email,Post-Purchase Upsell,1697.0,9941,390,93,58,34,11,43405.0
2024-06-10,Email,Weekly Newsletter,2698.0,12676,538,88,63,36,10,37733.0
2024-06-10,Email,Win-Back Campaign,1761.0,10816,472,80,50,32,9,37759.0
2024-06-10,Google Ads,Performance Max - New Customers,18954.0,21468,1019,121,71,42,9,51548.0
2024-06-10,Google Ads,Search - Brand,14200.0,23413,771,70,48,22,4,17875.0
2024-06-10,Google Ads,Search - Non-Brand,18376.0,19246,709,76,49,28,5,31387.0
2024-06-10,Google Ads,Shopping - Bestsellers,10285.0,9783,472,46,31,17,3,15933.0
2024-06-10,LinkedIn Ads,InMail - Account Based Marketing,10366.0,12710,71,5,3,2,0,0.0
2024-06-10,LinkedIn Ads,Lead Gen Forms - Enterprise,13660.0,17734,110,6,4,2,1,20385.0
2024-06-10,LinkedIn Ads,Sponsored Content - Decision Makers,17147.0,13582,116,6,4,2,1,18694.0
2024-06-10,Meta Ads,Advantage+ Shopping,14823.0,52748,1344,86,45,19,3,10224.0
2024-06-10,Meta Ads,Prospecting - Lookalike 1%,16281.0,48858,938,66,31,17,2,6450.0
2024-06-10,Meta Ads,Retargeting - Cart Abandoners,11953.0,42233,701,52,29,15,2,6271.0
2024-06-10,Meta Ads,Video Views - Brand Awareness,10062.0,34957,1036,80,38,15,2,6672.0
2024-06-10,YouTube,Bumper Ads - Retargeting,6190.0,52219,802,32,15,6,1,3641.0
2024-06-10,YouTube,Discovery Ads - Product Demo,10898.0,136859,1097,22,10,4,0,0.0
2024-06-10,YouTube,In-Stream - Brand Awareness,9906.0,81893,1166,39,15,6,1,4357.0
2024-06-17,Affiliate,Cashback Partners,6048.0,53579,1469,100,60,32,7,27607.0
2024-06-17,Affiliate,Content & Review Partners,6815.0,44012,1432,136,79,42,8,37466.0
2024-06-17,Affiliate,Coupon & Deals Partners,8290.0,36720,1377,121,63,28,5,22084.0
2024-06-17,Email,Abandoned Cart Series,2401.0,18861,729,119,75,51,13,39475.0
2024-06-17,Email,Post-Purchase Upsell,1806.0,12342,522,122,88,53,14,60749.0
2024-06-17,Email,Weekly Newsletter,2117.0,11994,436,88,64,38,10,39207.0
2024-06-17,Email,Win-Back Campaign,1674.0,14173,467,104,65,42,12,37877.0
2024-06-17,Google Ads,Performance Max - New Customers,20198.0,38889,1257,157,100,47,11,69705.0
2024-06-17,Google Ads,Search - Brand,11907.0,18562,723,62,36,20,5,30124.0
2024-06-17,Google Ads,Search - Non-Brand,19000.0,14320,628,57,32,18,3,16548.0
2024-06-17,Google Ads,Shopping - Bestsellers,9111.0,9373,351,31,20,10,2,12479.0
2024-06-17,LinkedIn Ads,InMail - Account Based Marketing,10889.0,9581,85,5,3,2,0,0.0
2024-06-17,LinkedIn Ads,Lead Gen Forms - Enterprise,13729.0,15411,117,7,4,3,1,20029.0
2024-06-17,LinkedIn Ads,Sponsored Content - Decision Makers,13952.0,22540,133,9,6,3,1,18535.0
2024-06-17,Meta Ads,Advantage+ Shopping,14970.0,48062,1088,86,42,22,3,10292.0
2024-06-17,Meta Ads,Prospecting - Lookalike 1%,16199.0,61065,1078,78,38,21,3,13833.0
2024-06-17,Meta Ads,Retargeting - Cart Abandoners,12674.0,74551,1310,86,50,24,4,18891.0
2024-06-17,Meta Ads,Video Views - Brand Awareness,9564.0,44709,771,44,23,12,2,6134.0
2024-06-17,YouTube,Bumper Ads - Retargeting,6600.0,63374,1114,37,17,7,1,3825.0
2024-06-17,YouTube,Discovery Ads - Product Demo,10604.0,110934,1715,53,20,8,1,4531.0
2024-06-17,YouTube,In-Stream - Brand Awareness,12455.0,91018,1602,39,14,5,1,4123.0
2024-06-24,Affiliate,Cashback Partners,5537.0,21228,635,47,23,12,3,11480.0
2024-06-24,Affiliate,Content & Review Partners,7032.0,32402,845,57,29,15,3,11469.0
2024-06-24,Affiliate,Coupon & Deals Partners,8955.0,58277,1813,166,97,43,8,33458.0
2024-06-24,Email,Abandoned Cart Series,2524.0,23817,711,153,110,76,20,86678.0
2024-06-24,Email,Post-Purchase Upsell,1699.0,9136,320,72,46,30,9,39476.0
2024-06-24,Email,Weekly Newsletter,2654.0,17435,533,86,59,38,10,38771.0
2024-06-24,Email,Win-Back Campaign,1792.0,12449,389,59,40,24,7,30735.0
2024-06-24,Google Ads,Performance Max - New Customers,17318.0,22689,769,93,56,31,6,39092.0
2024-06-24,Google Ads,Search - Brand,12929.0,13264,656,62,40,21,4,23563.0
2024-06-24,Google Ads,Search - Non-Brand,19985.0,16900,797,99,61,32,6,36908.0
2024-06-24,Google Ads,Shopping - Bestsellers,7952.0,8425,414,50,29,15,4,25330.0
2024-06-24,LinkedIn Ads,InMail - Account Based Marketing,9498.0,7843,64,4,3,2,0,0.0
2024-06-24,LinkedIn Ads,Lead Gen Forms - Enterprise,12428.0,18056,136,9,6,3,1,22356.0
2024-06-24,LinkedIn Ads,Sponsored Content - Decision Makers,15140.0,10740,95,5,3,2,1,20023.0
2024-06-24,Meta Ads,Advantage+ Shopping,13491.0,67964,1432,121,60,30,4,15127.0
2024-06-24,Meta Ads,Prospecting - Lookalike 1%,17230.0,49728,1461,125,62,32,5,20630.0
2024-06-24,Meta Ads,Retargeting - Cart Abandoners,12194.0,26428,711,57,34,16,3,14692.0
2024-06-24,Meta Ads,Video Views - Brand Awareness,9576.0,32688,930,52,31,13,2,8661.0
2024-06-24,YouTube,Bumper Ads - Retargeting,6708.0,34728,577,16,6,2,0,0.0
2024-06-24,YouTube,Discovery Ads - Product Demo,8950.0,76077,1350,48,23,10,1,4069.0
2024-06-24,YouTube,In-Stream - Brand Awareness,11646.0,214194,2035,66,32,13,1,5441.0
2024-07-01,Affiliate,Cashback Partners,4439.0,47010,1003,84,48,21,5,23440.0
2024-07-01,Affiliate,Content & Review Partners,6919.0,36505,1313,126,75,32,5,22179.0
2024-07-01,Affiliate,Coupon & Deals Partners,7573.0,65707,1446,100,47,21,4,16732.0
2024-07-01,Email,Abandoned Cart Series,2122.0,13583,541,130,83,50,14,58029.0
2024-07-01,Email,Post-Purchase Upsell,1645.0,11951,500,93,57,34,10,43744.0
2024-07-01,Email,Weekly Newsletter,2076.0,14403,388,80,49,28,8,30616.0
2024-07-01,Email,Win-Back Campaign,1435.0,9342,317,65,47,29,9,30604.0
2024-07-01,Google Ads,Performance Max - New Customers,18558.0,21668,832,91,58,30,7,45205.0
2024-07-01,Google Ads,Search - Brand,12502.0,9622,449,52,33,15,4,25217.0
2024-07-01,Google Ads,Search - Non-Brand,20012.0,31512,1137,130,72,43,9,53842.0
2024-07-01,Google Ads,Shopping - Bestsellers,8423.0,11124,440,44,25,12,3,15441.0
2024-07-01,LinkedIn Ads,InMail - Account Based Marketing,7989.0,13019,68,4,3,2,0,0.0
2024-07-01,LinkedIn Ads,Lead Gen Forms - Enterprise,11423.0,17985,111,8,5,3,1,16109.0
2024-07-01,LinkedIn Ads,Sponsored Content - Decision Makers,14231.0,11276,94,5,3,2,0,0.0
2024-07-01,Meta Ads,Advantage+ Shopping,12137.0,27022,660,47,27,12,2,6013.0
2024-07-01,Meta Ads,Prospecting - Lookalike 1%,12100.0,52042,1241,102,52,24,4,16691.0
2024-07-01,Meta Ads,Retargeting - Cart Abandoners,11295.0,32029,823,74,37,15,2,8435.0
2024-07-01,Meta Ads,Video Views - Brand Awareness,8338.0,16947,454,38,19,10,2,8722.0
2024-07-01,YouTube,Bumper Ads - Retargeting,5413.0,39246,646,20,8,3,0,0.0
2024-07-01,YouTube,Discovery Ads - Product Demo,7618.0,112506,1240,25,12,4,0,0.0
2024-07-01,YouTube,In-Stream - Brand Awareness,9417.0,60463,812,24,9,3,0,0.0
2024-07-08,Affiliate,Cashback Partners,5390.0,44279,1105,69,41,21,4,17453.0
2024-07-08,Affiliate,Content & Review Partners,7075.0,32317,919,57,26,11,2,9394.0
2024-07-08,Affiliate,Coupon & Deals Partners,7993.0,50494,1842,165,91,46,8,39202.0
2024-07-08,Email,Abandoned Cart Series,2125.0,12339,452,76,46,28,7,25148.0
2024-07-08,Email,Post-Purchase Upsell,1560.0,14266,570,117,77,50,17,51872.0
2024-07-08,Email,Weekly Newsletter,2153.0,13052,579,131,81,52,17,70584.0
2024-07-08,Email,Win-Back Campaign,1642.0,12702,326,51,36,22,6,25250.0
2024-07-08,Google Ads,Performance Max - New Customers,17531.0,17893,846,102,70,42,10,64966.0
2024-07-08,Google Ads,Search - Brand,12827.0,15499,730,88,52,25,5,27742.0
